epoch: 199, loss: 43.82, wins per 10 games: 93, avg piece difference: 13.0
epoch: 209, loss: 1172.30, wins per 10 games: 5, avg piece difference: -2.8
epoch: 219, loss: 1247.94, wins per 10 games: 3, avg piece difference: -8.2
epoch: 229, loss: 497.74, wins per 10 games: 4, avg piece difference: -3.4
epoch: 239, loss: 8.57, wins per 10 games: 3, avg piece difference: -8.8
epoch: 249, loss: 455.87, wins per 10 games: 3, avg piece difference: -7.6
epoch: 259, loss: 6402.48, wins per 10 games: 6, avg piece difference: 1.6
epoch: 269, loss: 4593.19, wins per 10 games: 3, avg piece difference: -3.2
epoch: 279, loss: 567.36, wins per 10 games: 9, avg piece difference: 12.4
epoch: 289, loss: 538.88, wins per 10 games: 6, avg piece difference: 6.0
epoch: 299, loss: 721.63, wins per 10 games: 4, avg piece difference: -1.2
epoch: 309, loss: 140.23, wins per 10 games: 1, avg piece difference: -6.4
epoch: 319, loss: 282.80, wins per 10 games: 2, avg piece difference: -3.0
epoch: 329, loss: 2048.78, wins per 10 games: 2, avg piece difference: -5.6
epoch: 339, loss: 3918.41, wins per 10 games: 0, avg piece difference: -9.4
epoch: 349, loss: 97.86, wins per 10 games: 1, avg piece difference: -15.4
epoch: 359, loss: 156.09, wins per 10 games: 0, avg piece difference: -8.8
epoch: 369, loss: 814.35, wins per 10 games: 0, avg piece difference: -15.2
epoch: 379, loss: 58.28, wins per 10 games: 1, avg piece difference: -13.6
epoch: 389, loss: 868.95, wins per 10 games: 2, avg piece difference: -8.4
epoch: 399, loss: 99.10, wins per 10 games: 2, avg piece difference: -9.4
epoch: 409, loss: 191.09, wins per 10 games: 2, avg piece difference: -8.8
epoch: 419, loss: 28.97, wins per 10 games: 1, avg piece difference: -8.2
epoch: 429, loss: 296.09, wins per 10 games: 0, avg piece difference: -11.2
epoch: 439, loss: 87.07, wins per 10 games: 1, avg piece difference: -13.2
epoch: 449, loss: 26.10, wins per 10 games: 1, avg piece difference: -14.6
epoch: 459, loss: 71.09, wins per 10 games: 2, avg piece difference: -12.6
epoch: 469, loss: 59.53, wins per 10 games: 2, avg piece difference: -9.2
epoch: 479, loss: 310.86, wins per 10 games: 1, avg piece difference: -7.0
epoch: 489, loss: 25.09, wins per 10 games: 2, avg piece difference: -7.4
epoch: 499, loss: 34.90, wins per 10 games: 2, avg piece difference: -8.6
epoch: 509, loss: 31.22, wins per 10 games: 1, avg piece difference: -9.4
epoch: 519, loss: 35.93, wins per 10 games: 4, avg piece difference: -2.2
epoch: 529, loss: 17.91, wins per 10 games: 1, avg piece difference: -12.4
epoch: 539, loss: 36.50, wins per 10 games: 1, avg piece difference: -12.6
epoch: 549, loss: 261.37, wins per 10 games: 0, avg piece difference: -14.8
epoch: 559, loss: 17.51, wins per 10 games: 5, avg piece difference: 1.2
