epoch: 199, loss: 12.11, wins per 10 games: 88, avg piece difference: -5.0
epoch: 209, loss: 9.33, wins per 10 games: 4, avg piece difference: 0.0
epoch: 219, loss: 13.81, wins per 10 games: 6, avg piece difference: 6.8
epoch: 229, loss: 14.41, wins per 10 games: 4, avg piece difference: -1.2
epoch: 239, loss: 8.43, wins per 10 games: 5, avg piece difference: -1.2
epoch: 249, loss: 5.57, wins per 10 games: 2, avg piece difference: -3.0
epoch: 259, loss: 11.46, wins per 10 games: 5, avg piece difference: -1.0
epoch: 269, loss: 7.27, wins per 10 games: 3, avg piece difference: 0.2
epoch: 279, loss: 12.57, wins per 10 games: 0, avg piece difference: -8.4
epoch: 289, loss: 3.22, wins per 10 games: 0, avg piece difference: -9.8
epoch: 299, loss: 3.09, wins per 10 games: 3, avg piece difference: -7.4
epoch: 309, loss: 8.09, wins per 10 games: 6, avg piece difference: 1.0
epoch: 319, loss: 8.77, wins per 10 games: 4, avg piece difference: 0.8
epoch: 329, loss: 8.86, wins per 10 games: 5, avg piece difference: -0.2
epoch: 339, loss: 4.27, wins per 10 games: 5, avg piece difference: 0.6
epoch: 349, loss: 9.77, wins per 10 games: 5, avg piece difference: 6.2
epoch: 359, loss: 9.35, wins per 10 games: 4, avg piece difference: -1.4
epoch: 369, loss: 2.60, wins per 10 games: 5, avg piece difference: -4.4
epoch: 379, loss: 3.58, wins per 10 games: 7, avg piece difference: 4.4
epoch: 389, loss: 4.90, wins per 10 games: 3, avg piece difference: -8.6
epoch: 399, loss: 3.50, wins per 10 games: 5, avg piece difference: -0.8
epoch: 409, loss: 6.81, wins per 10 games: 6, avg piece difference: 7.0
epoch: 419, loss: 7.08, wins per 10 games: 6, avg piece difference: 6.4
epoch: 429, loss: 12.02, wins per 10 games: 9, avg piece difference: 8.6
epoch: 439, loss: 4.28, wins per 10 games: 4, avg piece difference: 0.2
epoch: 449, loss: 6.12, wins per 10 games: 4, avg piece difference: 0.0
epoch: 459, loss: 5.87, wins per 10 games: 5, avg piece difference: 0.6
epoch: 469, loss: 10.74, wins per 10 games: 3, avg piece difference: -2.0
epoch: 479, loss: 12.05, wins per 10 games: 6, avg piece difference: 3.4
epoch: 489, loss: 4.00, wins per 10 games: 6, avg piece difference: -0.6
epoch: 499, loss: 9.77, wins per 10 games: 4, avg piece difference: -2.0
epoch: 509, loss: 4.67, wins per 10 games: 5, avg piece difference: 1.0
epoch: 519, loss: 6.77, wins per 10 games: 5, avg piece difference: 0.6
epoch: 529, loss: 13.90, wins per 10 games: 6, avg piece difference: 5.8
epoch: 539, loss: 7.06, wins per 10 games: 5, avg piece difference: -0.2
epoch: 549, loss: 3.08, wins per 10 games: 5, avg piece difference: -1.2
epoch: 559, loss: 4.42, wins per 10 games: 4, avg piece difference: -2.0
epoch: 569, loss: 3.90, wins per 10 games: 8, avg piece difference: 4.8
epoch: 579, loss: 3.22, wins per 10 games: 2, avg piece difference: -7.2
epoch: 589, loss: 2.78, wins per 10 games: 3, avg piece difference: -4.6
epoch: 599, loss: 10.39, wins per 10 games: 4, avg piece difference: 1.2
epoch: 609, loss: 8.29, wins per 10 games: 7, avg piece difference: 9.0
epoch: 619, loss: 5.60, wins per 10 games: 3, avg piece difference: -6.4
epoch: 629, loss: 7.10, wins per 10 games: 5, avg piece difference: 0.8
epoch: 639, loss: 9.02, wins per 10 games: 3, avg piece difference: -3.8
epoch: 649, loss: 6.65, wins per 10 games: 4, avg piece difference: -0.4
epoch: 659, loss: 13.73, wins per 10 games: 6, avg piece difference: 2.0
epoch: 669, loss: 9.92, wins per 10 games: 6, avg piece difference: 5.6
epoch: 679, loss: 7.79, wins per 10 games: 5, avg piece difference: 5.8
epoch: 689, loss: 8.56, wins per 10 games: 5, avg piece difference: 0.8
epoch: 699, loss: 13.78, wins per 10 games: 4, avg piece difference: -1.0
epoch: 709, loss: 7.11, wins per 10 games: 8, avg piece difference: 7.2
epoch: 719, loss: 2.08, wins per 10 games: 3, avg piece difference: -3.4
epoch: 729, loss: 5.88, wins per 10 games: 5, avg piece difference: 2.8
epoch: 739, loss: 5.14, wins per 10 games: 5, avg piece difference: 4.4
epoch: 749, loss: 3.78, wins per 10 games: 5, avg piece difference: -1.0
epoch: 759, loss: 2.79, wins per 10 games: 7, avg piece difference: 4.0
epoch: 769, loss: 5.91, wins per 10 games: 7, avg piece difference: 1.8
epoch: 779, loss: 7.18, wins per 10 games: 6, avg piece difference: 6.8
epoch: 789, loss: 9.33, wins per 10 games: 2, avg piece difference: -4.0
epoch: 799, loss: 1.69, wins per 10 games: 6, avg piece difference: 3.6
epoch: 809, loss: 4.99, wins per 10 games: 3, avg piece difference: -9.4
epoch: 819, loss: 3.18, wins per 10 games: 6, avg piece difference: 6.0
epoch: 829, loss: 10.89, wins per 10 games: 7, avg piece difference: 2.0
epoch: 839, loss: 5.58, wins per 10 games: 4, avg piece difference: -1.0
epoch: 849, loss: 3.18, wins per 10 games: 1, avg piece difference: -5.4
epoch: 859, loss: 11.86, wins per 10 games: 2, avg piece difference: -6.8
epoch: 869, loss: 2.67, wins per 10 games: 5, avg piece difference: 0.6
epoch: 879, loss: 8.47, wins per 10 games: 3, avg piece difference: -6.2
